Episode Number,Chunk Number,Duration (seconds),Transcription
16,9,30.0,battkhaloganyagore gore tsota batho basetse bataetsegile pele kganerefena moluon le larona labone ya ka lefaphala bitekanelwa ledile mo mafelonga beki gore t kananore ka bua gore remoolone luolabone gore ga nou thaetsegile pele go botlhopa gore uitlhokomela go mokoithata kanako ee go phalapelemne ga go lebellepe keitanatapa lebellepe jaakhaeya b
16,10,30.0,bale te million ba ne ba ethepile phrodetid mo afrika bura mo ngwageng o petokala mo pekin e hipileng euk balebella gori  dipatlisise di reng ka ba thubao mo ba thumba te million bao go bontsitse gore relatie resk o nfetion ke gorkopi ya go tshwaetsega gape ka luola bopedi le la borarru ee kuti molla ka kgodia diphalane
16,11,30.0,elage khwediya ngwonatsele e repamoyone e fela ei lekoodimo nne ke ka lebaapalayone omikhron bariante e rebonae moto ne dithestetle te milion e di pirageteng moe re te million traete the tsa batu ba ma ne batswetagili ki kohid go fumololagelera borobo legolole li fumolola gwa  bontla gore batho ba ba na ba tatsegile mo kgwedinya diphalane le ngwanathele
16,12,30.0,bonne banne balei mokweking e ya go tshwatsega athata gonne ne ba tshwategilepele ega golebeliwa e bato ba na ba tshwatsegile ka luola bobedi la boraro re tsalan emon setse botlhopwa k gore fela gore ka na ko eyana rekhakomela eeka na ko eyana teree repenimoyone e riditan fortwey kapaluolabone khatse bo tlokwako go rritlhokomele raiti khata dithapego dimo a
16,13,30.0,kgauten mme ke bone lemabane mokekgang go bua gore e le kwasinnatal ehete e fene moluolabone ne ra bona gore dithetego di koketlega ga nakompetama thetego bonala gore le gore ditlhetego fa luole le konn di konnako di mothata thana letaluotedin ga go lebelya dithategota lepatilepati kanako e baitsanapeba rona ba pere keka phata go tlhaloganya barinpe
16,14,30.0,ntlha ee mme gapele go tlhaloganya luzolena le gore ke een se thepeletenpele mo luuuonle ke barente e ntlha e ya omiklon tapa ke barentetsagaleterdupi re tlautlwa peo gantse dipatlisithepednditwa mo garabe ke enna ke tonetakjike enan shoralebogatlhey tlatshwanako re tswalepelefela jyaloreitlhwakomeletlhe re rwale dimaaske tsa rona re sana thaese re tswallepeleka yona ganye resereitsi retlwaetse gore re gona go ithiratsa khatlan
16,15,10.52,olela boone laa omekronrale bogatharetlauisalana gape kamosomomoson geleboganna emon mohela lemakobedi le barepkogae arkhalntek releboge ga leleoya
17,1,30.0,e ketshedimosetso ya kowid naoitlisediwake motswedinya femo ko nkabokamoososoei kowid sarojer satlhogo ngwanarun reme kaeomotumuzwetyika kokola go kutla kookotla hinyana o sokila go nkutlwakakutlayannoile ko tla hinyana ke tsahutla ga sor khorone ganaribuaakayone bathonee yab yano gumpiono gaa
17,2,30.0,onarepotaakae ekgangya leroborobe lerikitlanentserelemogolwanele pungumtlenorubuaaka e e e ka fehimanridtan lon kobed rubuaaka dita morago ta go tshwatshagati kohid ke e ngmalwet a ka falalle wena momme le ngwagago e morago ga tshathego ya kohid eenne katatataaka bokhutsanyana rekeditayone lon khosed jaaka e bitua ke baipanapekhard kaethalotha ka bokhutsanyana lon khosetka
17,3,30.0,apadikamorago tla mtshathigo ya kohid ke ge o bona ditshupo tsa kohid  di nna mo mmelengwagago febaaka lege o fetse o tsina mogare o mo mmeleng wa gago raiti baitana kefatsa babone gore mogare o wa kohid  o ka asenya mafatlha pilu e eboko le dilopedinkgapomommelenggo mme ebe go nna le gore o mne li ther didikamdl
17,4,30.0,long tam hauth problem tsetsek gore ke malies a tatlam le ge e le dibweketse fitilenkhata no hetlwe o no tshwaetsegile ka kohid  mme batho ba band le go na le batho ba ba bonang gore ba nna le ditshupotse le ge setse ba pobile e mme babitwa bona batho ba ba therenki lyon kosid kapa po koid  kundrongarid buat a bopelle emme ka bukhutsany
17,5,30.0,arta yane long koitmme baisana petsetse babonyo gore go na lebath ba bantsi ba ba ka bonanditshupopeo le dibeket di le nnemoragogaf ba tsetsennebatshwatagile ka mogare o wa kohid  mme etsetse botlhokapinigariwaka yone long kosit eka le tatile ke gore baret kaloganya gore tatatatabatl ba bambanagana gore ee a esian ke tlatshwaraki kekitlakhyatsaga ka mo gare o ke tlahola ekh e
17,6,30.0,rfele mme  gapo yale dipatlisishe di bono gore batho ba baleng bagudi le batho ba ba nnang lemalet ba ba phelanka maletamang a ka re ditahogong kapa ri ka baitanape boduakane baedipa dikhoumobedithitgophela ka marlefe a mangwe ba ka bona ba na le ditshupota kohid tedc mmmilengmme le baba le bathe batha le batho ba ba iponang gore ba ba bantse sintle mo mmelengwa bone le bona ba ka bona gore ba nna le
17,7,30.0,nnlon kohid e ditshupo tse di bontlhang ore o ka nnale long kodidke ga o lapile mommeling thata yone e ri ditamfathi ka sehimane kapa o sopola go hema oekarie ga o heman ka re gaufitlhupoomafatleng yo ne shatnes o bradl gotlhola did joenpi dinne botlhoku kapanafatlha a nne botlhoku e ka r athibani batlhiba bangwe ba bathe ba ba tsherentilankowid baitana
17,8,30.0,babua gore babule gore bana le ba sopolata go bohopoladilo go khonsentlheta le go robala mmantulowa lee  ba na libid eb ba na le tgwago eopan e faselenkapa mdautsa le go re kge peloya bonntse etsamaya ekare e tsamaka le thata e ka rintse ba ba siana kapantsa baeta tsenythethe likepe ka mmele wa bon kgape tsetsen tsee dithipete te bonthangorekan
17,9,30.0,a le long kobid ke batlho baba hellanke e gonkgaka diko kapagun twa tatso ya bone e thabile gabaja bapallake huutwa tato ya dijo mme go re kopotsa gore re gopola gored boleteleba kohid boka re pogela nakintatata momnelengwarenaaaya noet kitile moomoeponjoebile leg
17,10,30.0,anonakagana kiika tisa ore nyamma o tla boipheleletla e tuli ore rikhakomele fela a gona ore o ka ipona o na gana gore ee ketla tshwara ke bolwetse boo take tlabona ke keke tlhatehela ka kowid  ketlannasentle go na lidilotsedintsi ebaitnakad lebelepelgape go na le di oken danet tre di ka diragalang pelo mafatlha le bopo bo ka bona gore  hohum bathobatshworaki ditrok
17,11,30.0,moragoga nebatheriki kobid ryd le mnumon ya totatota etletsi gapele ba itanafetsetsa babono gore totatota dikghadio baskula didiss ki tsone ballete a tsamesananle pelo batho ba bantsi ba tshorake malete ao mme sese botlhokasa bofelotinke gor re go potsa barese goreha hau batli go tlhwatagata kobed  go nne ga uitli gore mmelewago o tlotsa yanbolwetse bona moomadating a tsitilenekiual
17,12,30.0,motho o na a  athwaetahile ka boletse bona o kireile mo entong mme le ene o go nne o nanale o naphela ka malwetsa a many o gateletse gwa bontsha gore e mme dingakatsala dimlala gore thankebefi mo enton kabasa fola ke tsanetsa kajepetni ka poiripanafelapelegaotsa mamponjone hae le gorekinya lee kikabonori ke jkina le mathwao ao a lon kowid a go ra go rekiskekago enta kgotsa go ra o rekiletsetse kowid lae
17,13,30.0,kgotsago rarkiboya lekonyakeng e nne enamplelere ke entelenge tumi a ka nerubuamo beking ehitileng ka molao wa mo afrika borwa ke gore ga o h  mogananong le etswang ditalote ditsankoo emenserr adwisory kommitey baitaana fe barile o emamalaki a le fed imoragoga talatsatsilo okrileta  dianoses ya kohid  kapa oema malatsi a le ttf go tlwa litsa
17,14,30.0,la bofelapoo bolin ditlhupo mo mmelengwago e wa kowed mege kyone e ke ke tsoneferedbirisang goit gore o enta leng o ka nna ntsa o enta se ki sitseng gore o ka nna enta moragwwamatsatsi ao nne go botlhoka gore ga o sense o na le ditshupotsa lon koburd o ya o bueleng aka ya gago e gore o kaetsayang ka mo ento kapa le gore ophele o ka bona gore huntse gona le ditritmenteteding te o dikayang
17,15,11.07,ponthang gore e wa fola momnele re lebogilepontso o tlhwle sentlhe tle re lebgetsi theri mste eo atlhwalahentleti le barete ba tlhwalefetla
18,1,30.0,eketshedimosetso ya kowid n oitlisediwa ke motswedinya femo konkabokamooso soseralakisa ga go dok ka tsolapele aikialega emon n gonne retshelamanakung ematlifiga jaana emonnane go reikitlumelna ka godumedisa ke di meitsa ketsetana  ya ronae mofela ed dimeisegapele bahedulen le kokola dirage le bareti ba botsebing fn een eman grektmoleyanakeremgatseke ren
18,2,30.0,ee kiratao ka gatelela ntla goreng mokga o ribuang le batho ba bango kaoneng bogobe jang batho ba ba belaela mo entewa kohid  kodira phaloganyo ee go lothata mo goreng batetsheto ya goren a ke ka baentiwe go tsanyano ritlapamokga oo maleba gobua ga ka go belaela moenton hententer thanepe go fetola dipelu le megopolo ya bagisanba runan ka gamme ento le bo tlhokoajo go entiwa mogaetsho idiana gore go nad
18,3,30.0,ttadi bitharotsabagi fa etla mo morarong wa moenton e len batho ba ba amogelam moento batho ba ba tsabatlon go entiwa ga mmo go le batho ba bafantin ba ikakanya e bile baisi batetshetso ya go entiwa kajalo go bo tlhokwa gore bathoba bogolo ba ba tsabatli moento le ba ba fanten ba ikakanya banyeele thedimtetso e tipibetso e bidedimaleba rethanetse gorer le tsejhaba puso gopaheteo se the mealanang ka ditedimtsetso te bi ka gap
18,4,30.0,noente wa kolid n refoge go tlhwala takatlakano ya mogopolo mo bagini sikae ki gore baidirotlhe gore go ithuraletsa kgakanyong le go tswaediwa ke kohid n kgopa go tshwaeta batho ba banw ritshaneti go dirijatsitsireta tshatla gotsesibaokole molomo ke nakotsutlen ibile ritshanete dirisatbola ditwa tithnan le ts nanyetaging kgotsa go tlhapamatsongo ka met e hefepa raite gape goreretshwanete go katogana ka pela eman
18,5,30.0,agoefoga mafelwa aatleten batho ba lebantsing measenamoa oophepa go lekanyn le go bona moento wa kohid nnten mo mekhakurung ya meento ya kowid nnten thirimsoto e trbeteng e bile ikanyega e tsupafa meento e ba baletosile idilesilasenta thatan go tibela go kgatelelwa thapafaotsetegi e goamogelo ka maokeloo e go tloka fala legale felajaaka ditlhare kga tamelemo e e bidisiwa mo lefatshengmento ya kowid
18,6,30.0,kamorago tsedisasamau e di dihuleng ke batho ba baentuleng mne tsona dia ka reta tlhao e opang mo fikela botlhoko mo lefelo le o entulemo go lwanan le go khema ga maki nne ditragalo e fatlwalesagang go dregae molaeta wa botlhokwato goreng o sola wa moento o phala dikamoragoy yamau fe dinthulo go hitlaga janang feno ke kantlha gore dikamora gopeno ke tsa nakwaname dinyelela ka bo nakon
18,7,30.0,jalo baagi basant ba ba tla go ikutuela mlata eno ka ditsereta bona te tedni goja mo batho ba ba baiting ki bile ba bathepa kajalo o botlhokwa gore malokwa lfika bikala ba diremmogo barutabana ba thataneli dikgofi baruti jalolejalong ne mmogo ka gatlenlefenetsetsa amanang le khobid n ka maipeko a go fedisa ditshogo le go belaela go kokatsan go leteng mo malokong a boona
18,8,30.0,felo se ts botlhokwake gore batho ba re tsa neng go sa kgatantsegi gore ba na le kdikapanyo pe difarmogane kgwatsajang mme balekego phalosa dintla kabotalo go rotlweta batho ba le baitsi go entela kolid sekaitsi tha maleba ke mlepontopilanen mme ge kganwatapholo yo re bigl katasijen ka ga kohid nen go tlo ga mosupulugo go fitla ka labotano mo thulaganyong e ya kragen kenaletlhopo ya gore ga o motho yo a belalao gore o re nela th
18,9,30.0,e maleba ibile wa rabadipetotsa runya ka botaalon kajalo rotler thutilel le go uyala go le kuutigotsamogena faesale go tloga mo ngwageg o fitimeng go tlhopa goitijanamogaets gore go belayana moento ke felefettsanko ga mooen mnetle katlholwa ke mabaka aa farloganeya ka go kalakana morafgako entiwa mmele o botlhopo go safiklelele bololo ga mafelo a go enta le go tloka tsimmetsetso ee malepa kajalotlh
18,10,30.0,bla moga o bisanalebato kaona ka a le e ntole g inkilwa sebakgobika mafoko gopa go ba nyie fat go mowenaotipiuenkilwe senesekatseli o pe mofola mme baretse utle ye matlenyego a bona ba ne be dintla kabotlalo nne o ba lekle go tsa thwid go moretimongle mongweywreditenga jananya ifiaintibin kya go kopaka tetye gore o rwalemekaradolo a go itireleepale gohireta bato
18,11,30.0,abaraatawn go fikhella o tsatswetso ya go ya go entela kowid  mekopo ya mee ya ka meta go yenamogaetsokwonapen k goren ka nelapele go dirisa sisireleta se fatlhego o tibengkwo le molongo tlapa matsogo ka metse lesefepa metutane matsumamabidin kgatatirisa heboladitwapish nanle tage nopatoganye le bafadiilaabon keaelebogaltheto ya lona a modimoo a lboleoke lebogilatimonraa
18,12,21.19,ttlhele mobekengitlamelakialokkbekelebee keraleboga dokao motsega mmorelekwa ena ke e e o narnela tota tserimosetso ka ditselatserimaleba tsa go bisana le go phasalatsa molaetsa go rutlwetsa batho go entelwa kohid  ibileene dok kee e
19,1,30.0,ee ke kgatiso ya motswedinyfem konka mok kamoso ekalisimedisaka ga soun ki dimetsalebare ti e ke lebogelalenako ya ntseleti ralebogathatafeladok lero na reitumetse gore onalerona ka kwanor lebogl dok re boisana jaloka ditlamorago tsa ga o fetsa go bona mo ento kgathn
19,2,30.0,mogare  wa kowid  kwatshimole gomfela re tlhalosets ka botlalogo go sa kgajasgore ke mo ento o fen mo ento o botlhopwagolegokanaka mo matsholong aronkipotlo ebpi a moento o botlopwa ka bakalab ree hatno enda o pire bapa dilotlelerelitang di antibodis pelen ore ke masole a mmele a
19,3,30.0,o kra fhaeto a go noo lwantshanya bolodibomo mmeleng le neng de antibodisi di nyutrhralaisa the antijens mo mmeleng endana wafukotsela bogale wa the infektion mo mmeleng ke ka mogo bo leng bitlhopwa gore re entiwe thed lanalebakalengenneneditla moraro pwa ona pa moento ge re lebelete moento o mollo mongwe ona ba ne
19,4,30.0,re lebelepe moento o wa kohid  bakey pomg dipamorago re nale wa duthoropemmaina tahe ko re kiritlamorago maragadipotirakalopalo ke peritshanang le go hisa utamuthe oago lehause notlhaba utla o go nnapa go gathana utla o tshoreketlhoo nakonngwe le dipeinimo mod
19,5,30.0,matelen endene kutla okare o nale motshitsi o mong o kopane lego le go tonya ba bange ba felleta ba tshwaraki baeria ennosia ke diminastihatenenn e ke kkale lengwe ihokutfae o feretsifa heraori ya bodi ispudeng ap mmoo antipodis e kore e plojisa mahalo a mnele
19,6,30.0,aelomora a tla a thula gore  o fok efo bubo o raleba infektion momeley bo fokotere enen difaedifatje habilepen ha bitlenapo di ka o tsa ra bo tri e a de mra wamo releredia ya fennen warithabara tepoti iuiui uikutla o le bo toka o le bo kaoniku
19,7,30.0,kenin rapetah disaitihape o teuka peini onte injektion fike mo ba tlebemba o tlharefe mo ona o teuka peini wa ba repe napongoharurua ke bes an epedisitihakeredi ekretan hauthnokra ona mogare o endene se honkape se sekaila galang e oi ekpekt go renmeedi o karana lee wate
19,8,30.0,odilon natin sikiset mara habi hadikhomoni hadikhomoni byalebialo padli epe bed kaner pairamlauape theo tlhabile ke ke ke me ento ee sapaneng e retlhabelang fokhobid kya johnson n johnson o re nale kasatafika kwa faesa ke neleli wa jonsanen jonson go tlha dagai wa ne hhela nlen wa faisa k ki did
19,9,30.0,tepdi gaoka tlhabela ya mathomo wabanalehed bia reaktion nerun ne nenbore wabanaledi ha ditlamorao pa ga pelekwe ferefee adbaefank ore motlamongwe o repape gore o na o o huheditse jofa e o bomiweke bamaphilo enban ba tla o akwaisa gore disphohebol o skwala wa tlabela ja sekan dos
19,10,30.0,kgautjwi difisinka boena fela ki kifisineelongore e tlatya kebalefapamlamathelo aele gore bagotlatlodilo ba godisidi ke gota nnne penepe uileleseiosai ifekth ka gore e ka go ngwe ke tswanese ke boele sekendos yaaka ya faesa ke beketsa makya gotsa ya johnsonn johnson ka gore onson
19,11,30.0,jonson ke ga wanifela akereyone mme fale swanese ke bowe e beke boela keo ki yapo johnson n jonson a go botlhale agwakgonagala goremothwaka tira jaloe ahe ntlhe e lengore e dimelletse ene afe motlale go epa feo ga kreile jonson  jonson o kreilej anhau trelefaida e le go rofante gore o thole ditotitsapedi o tlaa fofekendosi go tshentsa mega
19,12,30.0,ao khentlhafanjanant faeda a t hhainan o retimeletaeeet o ntsouya tjelokaditla moragotsatendisade efekt go na leba bango mothofithelansare na kisiya memots gakagw ragasepegakikutlakisiame a mothowa o tshwanetsa tshwenyege gotsa o siameka ntla gore o ka eletjalo gore ga go ntso gotla tsone diminasite fat tsenotse ditlm
19,13,30.0,onatse disarentsepete dimonoloni tse dibonotjanatsetsa go fisa tsa go lapatsa go tshwarake tlhogodimaslpendu tsa go tshwanaditseo egora gore e  momoento owa  o tsweletsepele wa bereka omme mo mo sistemenyagago ya nong ga go sa dira ga lesepe a mothutswanetsa tshwinyege gore mtla na go duege sepe ka nnaga ke fil oke ka na aretlhwane kere initi dimarena aethwane e ne haribia ke kaotshan
19,14,30.0,al ba bang baelengore haba tharefe habana dousiksek ek ol herhau tehhel atoo hathireherek motlamowemo ento o hau krele hau tlo mo tswelamosula o tlo mo tswela mosula e ne bahela re hatshwanikabi ini sitin annan o oma ne o tlobana lebefaydifak le ona onamoo o sa tlobenyefipa dikhasi o tlo diselepwa di antibodis o hasapaale
19,15,30.0,o tsonyoka moyeng gore nna heren e fankudisha keele gore ki tlhabet ar tswane ka idemore tsikulapeng wautlwa gore ga go tlhokagale gore le wena o tla bonamatshwanyanamangwe a rilen a go bonsa gore o tsagotsa mo entophathanole mo gare wa kofet kantlhaa gore mebelaronaaga e tswane akerrye eibile ga itsbuge ka gotshwanakajalo oskawatshonyega gotlhelele leseng dok haretswelela bathwa bantsi
19,16,30.0,banalektsaetsego ba bangw ba tshogile ba bangw motho gatsatsetshwetso ya gore aka ya go enta kgotsa jaka a go naleka tselangwe e le gore motho aka ipankanyetsa gwa gotsa ya  mo ento o ka gongwe ka dijoo mokgwa wa botshelo go robala go ikatisa bor felots ke ki ipankanyetsa gwa gotsa baksiniaka oteee a bo a bo na ka mgumuongwe eene gore kere okaipankanyeta go ya gore ot ia bakhi
19,17,30.0,hebotlopwa ke gore rotaane te gore re tlhabelete  batin kore re fokotse tshaetso e gologolo ee neng gore yaediragala monageng e dinle  ka moogo kauntinyarna ya sautafrika nteba sibontitenkame ente eke gore e fokotla a bogale pa gore o fallatje o atnitiwa o rabalakopetlele
19,18,30.0,o bwana le dikhomplikations tsa khobidi ene gape e fokota gape le go tlokofala ese resalt ya gore o nale infektion ya khobidi sotsa bosopata ore a riembobotle ren reotlhabela ao tlopo gwii koibiankany amerika dijo ore enge orekinyapoikhlhitherela go rekie ke tlhabele beakanya monaganwa wa o fela ore o ye otl
19,19,30.0,gorrebaneletshaeje e tlahe a o gonabala bolepibo bufele o nagengjaa kare le mokgwedingya basadi tla ntere tlhokomele basadi a re le bellepele mosadi o wa ntlha oo goree ke na kwele ya kgwedi omosesadin a gobu a go botlhale gore ketsa goke go bna moentwakake ntsekile mosesadin tsa bobedi bomme ba ba imileng le bone a goo a baletelesegile gokats
19,20,30.0,ento le gore ga mothwaka bona ditlamorago dingwetse di relen di sate fat e aka aka aka aka tshoganeng aka feletsa ai le go bona ngakalenkgotsa yatlinikinleknookhathile mon nafammonokhatilentifela o nhhadni nieke botsa gore bo mme ga re le mosesading a go botlhale gore re tsa maere go bona mo ento wa rona tsabobeki bome babaimi
19,21,30.0,ling a le bone ee a go botlhale gore motho atsamae a imile go sa kgatetsa gore o dukgweditsekae a tsamae a a go bona mo entwagaoa gore lematfadi ya go botlhapwa gore reye rotlhabela a onama iripotinen gore en e nale kontra idtaton oria a neta boragaotlhade o lesesading waya o tlhaba o nte o le hona motlesading endane ko ba a baimiboy
19,22,30.0,leyana ke engwe edisisingwelongre e fantsatia ke motho a ile a lebeleti ditlamorao ka gore o se tlhabele ke ee ke gore o tlhara ke khobiti ke gore o fo nnepa o lepopatlele a nei bilithiya gore okafo pa fala o godimo pa bakala goretlebo olu o tshwerke kobid p o mpetnen anbor tat bantn
19,23,30.0,trare ba bo aimaana e kaba o le epenstet saphhetnensi ke direphapte ditien resentry ke gore o wala o ye o tlhabele gore oo ethobe got opoo goba kemonso tsa gapeheleleng gepak thipan molatsa molatsa mogolo wa bofelokobaretsinba rona le gore
19,24,30.0,net go tshunyega leng le go ya kongakeng leng ga o bona disadifetsetse di tseneletsen kgotsaseditsanlobakamogwenaheinkhathanke dathet a bey han artnokram onto o nna o pimonkhara it go na le elisen e lenhoren wabona gore ya  gapella ao gone boikhontlhona a kere gao yotlhabeba bota gore moikharebanywirebang haona
19,25,30.0,kedeki o nephanaado khau tlaokari o o o o o ofwaaka o ne meke dintlhoteton pao adbeta fagao bona gore difaikifa ke di ankontroleble koredi dya go gapeleng immidiakri repot koode atagore o go noothitiwa e fale kapelaea relebogilethatare lebgetsenako
19,26,30.0,imosetsoli thuso e ro netse nyonomotsatsila gompieno re lebogile thatakwanbohaklibanana kaninannakbare ralebogake daa kwanabotsen anaaki motlhala eneke klinikal birologist go tsokwa tswane distrit health o serises e ne re boisenatjalokaditlamorago sa ga o fetsa go bona moga moemo to kgatlano le mogare wa kowed mme gopolaferatjelojakasetsakaile gore go na le  ditlamorago tse tse le gore dibonojana tsa go rotla bo
19,27,30.0,fisa olapile o tshwarakitlhogo  misifa ya mmele e lone  e na le ditlhabin go tlhakanaga go gotela legosa ferogakisepeteo tshwarake mala mme fogongwefale mo tlhabilwe motenge mo le mao le tsene motenge go tla rubuga kgotsaganna go hibidu mme itsifelatalo gore go ntsealo mme jaakaakaile go rotla naontso le berela moragamalatsere marara ga o bona go rwitsikeng eeke de dutse diankgatelelatse ka tswetswewa tdc
19,28,30.0,ytsama go bona ngaka ya ga go tsamakwathiniking utobatlhalosetse oba bolelele gore go dira galansalekaofetsa go tsajalo moo mo ento wa ga go kgatalole mogare wa korona bomme ga bo na maipato a gore gare lemosesadin eberenserere yee hee ka gongwe e ka tsamayale maadi go katswa ga thunya gabotsae baisanape bare a rin rantserelemosesadin ga o bona esemesega go ere tsama go enta wa go endaka lesatsi le le fengwits gor tabole mo kgweding tsama yafela go enta o imile ke tshwetso o
19,29,25.36,aya gore kakaitshireletsa kgotsakibalawa wa borunakibatla bo dikofedtotsa o tshwaraditseo kajalo nna fofatshiutsingyetse kopanelwena o le mme o imileng o le bellefela jalo gore e awa tsa ya kgotsagaotsei mme rarutlwetse gore eotsejalo mo ento o kgatano lemogare wa kowetsm fay mo konka bokamo sotileganyakire semeletselebo mokgatla ke nai
20,1,30.0,ekitshedimosetso ya kohid  naoitlisediwa ke motswedinya femo ko nkabokamooso soso botlokwaja go e ntio le getlalabobedi ka moento wa faesa go matlafatsa ithireletsokgathano le kowid  mo afrika borwa ke bo bontsinjangey inanna thanago botlokwamorata ne go dikitundulekad isa emon e ke dimedisirekgotiga dimofela ga dira motho dimapatmatao leekokoladiraage le bareti ba mtediya han
20,2,30.0,abajaana mogaitekere dinibenetsa baagi ba tsete baentile lekgetlela ntla ka monte wa fesan fa e tale lnanoola go enta sejhabaletsentse perisonkgwi ya mo tlaganon e nmethemelebsuta molnwagang netijaana gore fa o intile lekgetelantla kamontowa fetan o tharetse go ya gointiwalekgetlela bobedi mrago ga didikedibithatarony go tamangati a le mafumama lebopin henoke go yaka dintlaakaelo tedibilwenkiputlo ya mologaenwe hetso eno e perwe go ya ka di
20,3,30.0,a tlegelo tsa bagin morago ga kose ka fikiwa ga dintlha tsa dipakisitso tse di khakaletseng le di tsupile fa batho ba nna liitshireleto ee botokwa kgatalale kowid n fa baletal ba ka nyanga peleba kaya goentiwa lekgatlola bobedi ka bompe wa faeba magatotla gopola horere saremaane tabletmo mojane ka mengentoo ee tantleng  be menjan legorenaikhumamagoloputlon ke gonyetefata fa bagi ba herlepegilengga tan
20,4,30.0,mlweti aamathitsi le bintso tse di thudiwanke kohid  di kamoopuso ilwe nyapa ithololagoenkabagi ba lebantsi le kgetanantlha kamontewa faesan pele ba ka enpiualegetlola bobekning femo fra gore bumpi kya bagudilebatho ba bo bokwa mo mmeleng ba heretohile go hinenekata omabetsi aamatshifi le bintshwe pe di goagangwang le korid  pele ba ka entiwa lekgetho la bobe kenng mogatyomaswabi
20,5,30.0,rin go nalidipegota go modiega ga bagi go ya go entiwakgetlla bobeding me seng fanamonnageng ne kwa dinagengdisele go ranna lefatsing fekaiki kwanageng ya amerika kwa go obigileng fa batho ba ka nna diparsente dirobebi ba fa ipanagatsa go entiwakgetlla bobebi fa nako ya bona e nehitlhile kaitsianape badunyana goren go nale mabaka a lemantsi aa tlhokalitsa mbathogotseye go entiwalgatba bobekin le ona a ka retsa
20,6,30.0,telango na lebatho ba bangwe ba ba ka tswang ba boni thrmofeto e fothahepeng e itiseng fa go e ntiwa legatela ntla go lekane go gosireletsa ne bekutli ba heritihileng lebakalelengwe ke ditlamorago te kitasia ma morago ga go entiwan batho ba bangwe ba ka tswa ba itemosete dikamarago te dsasiamang fa ba fenya go rimpiualantlhan me batethetsu ya gofiy goimpiwa lekekana bo biin
20,7,30.0,gonne ba fa batle go itemogela dikamala gopo gapen batho ba bawe ba le balago ya gontiwa legatlala bobebi gonne ba le ka sebakape le ba kaya go entiwalegatlola bobedin lebaka le lend gorenye batho ba bawe gabae go entiwa legatlala bobebi go latela ke le tsom go tswa go ba tla klba bitikanelo gothedjalo ka ntle ya bitekanelo jwa boneng gapeng bothata jwa go fithela mafelo a o enpiwabj
20,8,30.0,agaeng ga mmoko le le baakala gore bahudnu batho ba ba gonafetseng le ba ba di kobo dimagetleng ba ba fenammadi a go mduala dipalangwa go baitla kwa mafelo a go entiwa go na le tlhotlhemetso mo kofe entieng letletlola bo bekeng lefabolejanomogaetso baita nape ba kha litsitseba w lemante goreng farebaatla hunnalithireletso e bo toka sebaaka se selen ye kapanle kowid  rethwanese rantiwa ka botlalo
20,9,30.0,e di makgetlo a lemabidi tsamontwa faeda fenokikantla ya gore baikanape ba bonetsimtsetso e tsipan fa moente wa ntla wa faeda o nenanaka thireletsego nne ga hwitsi gore e nna nako ee kae mo mebiling ya ruonawi fela gaefepi thireletso e bolwang fa uintilwe makgetlo a le mabi ii dipapisiso gotwa kwa naganya dkhi be di bontsitsefa moentowa faesa o fukuditse seeno sa ditlwatego ka dipersente masumate
20,10,30.0,bobiding morago ga ho entiwalgetbantlhan ne ka diprsenelmasmamanye ka m ta tarelo dipenel mard matsumarubonwe morago ga ho entiualgatola bobeiking me monogae setlamosa diskabary halt se se kafikile thrimseto ya babirisi ba ditriswo ya sekamo felo ba le t million le ba hitlhete fa go entiwa ka botlalong e le makgetlo a le mabedi ka montewa fesal go dira gatabontle thad
20,11,30.0,amokfirete kgatlanann lego mogelakwa bokilong le go tlhokafalan ogaetso go botlhopa huitijanya gore maitlema mogoloapuson le go matlafatsa mafola a nnena batho ba lebantsi gore mebilya bonen e kgonye go matsa korid  le gore ba fegatel lethapa fa bathwtegiben gwata go tlhoka lankajalo go ya go enpiwa lekgetlola bobedi go ka ne ke fapa fasenosi d la galanttso leba
20,12,30.0,bathwanetigo diria tsanammogon e bi keputotanetegonotifata fa mafelo a go entela bagi a fitlhra bonooron mogetso talapele godirisatirtsa fatlego otibokolemolomo kapamatogo ka meetidisisetamottane mathmamabekin aota dirisa debladitatihe hnanepagi mmekwatoganyelebaotadudinn aboon ke le ra galatlekoya lonang ereka go leboga e mon le mofela klamantemtloanoraogao
20,13,3.73,thlosentle le mo onakonyetlantla re direferejalo
21,1,30.0,ee kekgatiso ya motswedinyfm konka mo kamoso kenge batho ba tswoigile ka batlamedi ba malapa ba ba isimba entelwe kohid enka monafanaka gore mogatlo afrika bo a elebanekidikgetlotabhumanegeng mo tlhokatirole go tlhoka aikanomhabenme faetsalekangwagawa ke tepedi le brubongweng tselo tsa bohumanege si tile mo taolong go lekanyetswa goredptelm
21,2,30.0,mamathano ka basu ditshelela mo khumanegong ibile tselo tsa botlhokatiro se go dibeka diprsente dimatshomamanyen hatselo tsa botlokatirbomwaseng tsona se feta iprsente di matshomamathan ler halfo a ruka bora entjeli konenyi ee mapatamabeding ee nangitselo tsetsekwa g imosago felekalekane mo lefatseng ka bopharan themofengo ke go la gangwa le go sa ka redii ga batho botseng mo polonyaikonom ya naagan
