Episode Number,Chunk Number,Duration (seconds),Transcription,transcription,
15,6,30,eka tirisan lephaphala bitekanelo le ge leitili ri  ya bereka kuntle krikreilentse likamamomwin pot go gefi bihliuihintletuntlenne  eto  e rile gore gagwatsamaya ya tshaneto  ne ba sa bona gore heneii am nekap nebathentsa barebaefaditiko e ba tsa bonogore keye ditso gore  e bereke ne ke go ra,"1. eka tirisan lephaphala bitekanelo le ge leitili ri  ya bereka kuntle krikreilentse likamamomwin pot
2. go gefi bihliuihintletuntlenne  eto  e rile gore gagwatsamaya ya tshaneto  ne ba sa
3. bona gore heneii am nekap nebathentsa barebaefaditiko e ba tsa bonogore keye ditso gore  e bereke ne
4. ke go ra","1. if you use the right side even if the device is not working, it is not working properly.
2. the gefi bihliuihintletuntlenne eto said that the website did not
3. Make sure that all the information is correct and that it is effective.
4. I say"
15,7,30,bare ktga gore le ge i e bereka ganang lefaflabitikanelo baree e nne i i biritsa fela go bona gore  yabereka nme go na lerona barebone gore yabereka eberipekaka yona go bona gore ana lotatota yaberepahinka felalo ya kammeringorelehathalabikekanale lare le sentselebankanyafele leheleka yone ke e thana le ibde har ka gopulamomaf,"1. bare ktga gore le ge i e bereka ganang lefaflabitikanelo baree e nne i i biritsa fela go bona gore  ya
2. bereka nme go na lerona barebone gore yabereka eberipekaka yona go bona gore ana lotatota yaberepahinka
3. felalo ya kamme
4. ringorelehathalabike
5. kanale
6. lare le sentsele
7. bankanyafele leheleka yone ke e thana le ibde har ka gopulamomaf","1. They said that even if it doesn't work, they should keep calling to see if it works.
2. Bereka and there is no one who saw that the work was done to see if it was true.
3. the end of my life
4. ringorelehathalabike
5. channel
6. lare and celsile
7. Bankyanafele leheleka is the same with ibde har gopulamomaf"
15,8,30,ken abi tapolis ka a intanet a radrit e eri brihten go kwadija yona ya iddf yathana le eo mmee ee mobueledi wa lefa klabi tekana leelen rekostamohale o tlharlifise gore meete gore ethene eye e i e rekho nee bona pentebabe bankanya fele leheletetihinyetlilen kapateba ka bona gore eray di go re ga kgoeta diotsanafaratlhaka go nale gore gae dirthakiba,"1. ken abi tapolis ka a intanet a radrit e eri brihten go kwadija yona ya iddf yathana le eo
2. mmee
3. ee mobueledi wa lefa klabi tekana leelen rekostamohale o tlharlifise gore meete gore ethene eye e i e
4. rekho nee bona pentebabe bankanya fele leheletetihinyetlilen kapateba ka bona gore eray di go re ga kgoeta dio
5. tsanafa
6. ratlhaka go nale gore gae dirthakiba","1. ken abi tapolis ka a internet a radrit e eri brihten ko kudija it ya iddf yathana eo
2. mother
3. Yes, the speaker of the land, klebi tekana leelen, the rekostamohale, should clarify that the meeting is that the ethene eye is.
4. Rekho nee see pentebabe where are they going, where are they going to see if they are saying that it is not possible
5. sanafa
6. rakhalka there must be a house dirthakiba"
15,9,30,bantsi eka hebirekifo mari  gaiki e nne ofitial openin ya yone mmee rta bona bathta bamunta baidirifa fo o ka bua gore mo be ke nywena e gantsababankanya felelefele ka yone kidithao khadi e e khone e klobluang dankanyapale lepale ne gape ba ba tla gore gonoberka hentlhe nne e kobulwa ka bonnyane le ka bonnyane e o,"1. bantsi eka hebirekifo mari  gaiki e nne ofitial openin ya yone mmee
2. rta bona bathta bamunta baidirifa
3. fo o ka bua gore mo be ke nywena e gantsababankanya felelefele ka yone kidithao khadi e e khone e
4. klobluang dankanyapale lepale ne gape ba ba tla gore gonoberka hentlhe nne e kobulwa ka bonnyane le ka
5. bonnyane e o","1.many if hebrikefio mari gaiki be ofitial opening of it mother
2. See people who are involved
3. If you can say that it was you who used to spend a lot of money with it, your card can do it.
4. Klobluang dankanyapale lepale they also came to say that the whole gonoberka was opened at least with
5. at least it is"
15,10,30,wabua gore gao o batla lehaplabitkana lebulo gore ga o rwaidritsa yone  ditthao le maharakatlha a wa go tradidthakhajagau e fadereke o tlhaloganye gore ke gorefente go na le teba dibankanyanfale lefale mne are ab a tunanle nna ba ba nleleng le lefegola gore e dihufiwe ba tla ba bona gore e kgo nobuliwa gape,"1. wabua gore gao o batla lehaplabitkana lebulo gore ga o rwaidritsa yone  ditthao le maharakatlha a wa
2. go tradidthakhajagau e fadereke o tlhaloganye gore ke gorefente go na le teba dibankanyanfale lefale
3. mne are ab a tunanle
4. nna ba ba nleleng le lefegola gore e dihufiwe ba tla ba bona gore e kgo nobuliwa gape","1. Tell your family that you are looking for a good deal of money so that you don't worry about it.
2. Go to tradidthakhajagau e-fadereke, understand that it is the government, there is a serious issue in the bank account.
3. mne said ab a tunanle
4. Those who watch the wind so that it is closed will see that it can be opened again."
15,11,30,erika enapoo gore bonagore kotlo dibagalag engweny ke gore fela rethalganya gore ditithaothati e o jlo kgoneibaya mooe moo poninyagago mo smarfhominyagago o kganagore le gao lebepe karata ee o tulenyona gana o inkuwa o ka kgonoidirisay gore ga o tamaia go naleko gomko o ka khonotsenanteng a ka kidile ka  mtshaniko ya bafana mtshanika wa bafana bafana wa ntloo,"1. e
2. rika enapoo gore bonagore kotlo dibagalag engweny ke gore fela rethalganya gore ditithaothati e o jlo kgoneiba
3. ya
4. mooe
5. moo poninyagago mo smarfhominyagago o kganagore le gao lebepe karata ee o tule
6. nyona gana o inkuwa o ka kgonoidirisay gore ga o tamaia go naleko gomko o ka khonotsenanteng a ka
7. kidile ka  mtshaniko ya bafana mtshanika wa bafana bafana wa ntloo","1. Yes
2. If you think that the punishment is more serious, it's just a matter of speeding up the activities that you want.
3. go
4. wind
5. where you are angry, you are angry, and you have to write this card.
6. If you don't care about yourself, you can convince yourself that you don't want to do something in my complaint.
7. kidile ka mtshaniko ya bafana mtshanika wa bafana bafana of the house"
15,12,30,dumellambatgoro babogele babile gore ga o hina prupa aination ga o sena bopaki ba go ru enkilwe tota tota okase  dumellwe mme  lebaka lela go berisa yone ka rata ya bopaki ba go entiwa ya momaparkhaten e tsa po wolkhaf organisation ne l taphalarunalabipikanelo leperen emaele lik e,"1. dumellambatgoro babogele babile gore ga o hina prupa aination ga o sena bopaki ba go ru enkilwe tota tota
2. okase  dumellwe mme  lebaka lela go berisa yone ka rata ya bopaki ba go entiwa ya momaparkhaten e tsa po wo
3. lkhaf organisation ne l taphalarunalabipikanelo leperen emaele lik e","1. Dumelambatgoro, they said that you don't have proof of your identity.
2. It may not be approved and the reason for doing so is the proof of vaccination of the park official.
3. lkhaf organization ne l taphalarunalabipikanelo leperen emaile lik e"
15,13,30,melao e kilenko waldkak organisation ka mokgwa bathenneba ete yone aplikation e mme moragwate yaiiwa go bontla gore e thwaneli e wald kark organisation e bonang e ntihentle gare lebeeletsen yone dijital kate e okae kae o ka danlouda ga huterg tetselese sebereka o kai damlode enne pbf ke gore o kakgonoi printa eka nako eng  gaobatla gwe printa tapa o ka kgonokgwbay,"1. melao e kilenko waldkak organisation ka mokgwa bathenneba ete yone aplikation e mme moragwate yaiiwa go bon
2. tla gore e thwaneli e wald kark organisation e bonang e ntihentle gare lebeeletsen yone dijital kate e okae
3. kae o ka danlouda ga huterg tetselese sebereka o kai damlode enne pbf ke gore o ka
4. kgonoi printa eka nako eng  gaobatla gwe printa tapa o ka kgonokgwbay","1. What are the rules of the organization?
2. Come and see what kind of digital organization it needs
3. where can you download ga huterg tesselese sebereka o kai damlode enne pbf so you can
4. Can you print as long as you can print and tap?"
15,14,30,mopunnya gago gore o kgonoibiisamme e tlebe e birisitse leeng e tlebe e beriksana leone bakimation kod eo hwikireleng mo uhdf hafeto antiwa raite gore ee nomoro eo ya uhdf eriunyone akimation kod ya gago e ke oke boekrele ika ethenesmragoga o entiwa mme rabontae ba ba tlalofa gore go feta gao demsayone dds,"1. mopunnya gago gore o kgonoibiisamme
2. e tlebe e birisitse leeng e tlebe e beriksana leone bakimation kod eo hwikireleng mo u
3. hdf hafeto antiwa raite gore ee nomoro eo ya uhdf eriunyone akimation kod ya gago e ke
4. oke boekrele ika ethenesmragoga o entiwa mme rabontae
5. ba ba tlalofa
6. gore go feta gao demsayone dds","1. Your mouth is that you have sinned
2. It should be used in the same way.
3. hdf hafeto antiwa right that yes that number of uhdf union akimation kod is
4. oke boekrele ika ethenesmragoga is vaccinated and rabontae
5. they are sick
6. that your passing demsayone dds"
15,15,30,e ya go krau kwa kia ka goro entule e koduthe ke baba kerilen jonsonjonson kapa me entso e le mebedi ya faesa gore bakgoneka pahomo eo ekot ka nomorago ya idic meenagago kapapa  patsa no moreyago ya pharpoto salm itwa kaparefikinamba me renete gutab e lehwathalabipikanelo lere blela ored e tle be e beraka yann,"1. e
2. ya go krau kwa kia
3. ka goro entule
4. e koduthe ke baba kerilen jonsonjonson kapa me entso e le mebedi ya faesa gore bakgoneka paho
5. mo eo ekot ka nomorago ya idic meenagago
6. kapapa  patsa no moreya
7. go
8. ya pharpoto salm itwa kaparefikinamba me renete gutab e lehwathalabipikanelo lere blela ored
9. e tle be e beraka yann","1. Yes
2. to pick up the car
3. with goro entule
4. Cut it out, I'll make it into two pieces of paper so that they can be found.
5. where it is written with the ID number of the building
6. kapapa patsa no moreya
7. go
8. ya pharpoto salm itwa kaparefikinamba me renete gutab e lehwathalabipikakelo lere blela ored
9. it will be baraka yann"
15,16,30,bapetintsata ditekapayona a ka baedite diteko mmee ga ntsabata ditekofogabalemga gore baebilete bathebabotlhe mme ronabane re bono gore ibulegile raitek ra bona gore go disa galamoyon refulfola gore moopek ge beke entse tamaya defaphalabitekanela letare belella goree batho baka  tunulula go birisa yang gore e khonebirisiwa ne rekre lyone e karate e ya mo mafaratlhaken gobota,"1. bapetintsata ditekapayona a ka baedite diteko mmee
2. ga ntsabata ditekofogabalemga gore baebilete bathebabotlhe mme ronabane re bono gore ibulegile raitek ra bona
3. gore go disa galamoyon refulfola gore moopek ge beke entse tamaya
4. defaphalabitekanela letare belella goree
5. batho baka  tunulula go birisa yang gore e khonebirisiwa ne rekre lyone e karate e ya mo mafaratlhaken gobo
6. ta","1. I can publish tests and edit tests
2. I don't believe that they have written all of them and we have seen that their ritek has been opened.
3. that to feed the galamoyon refulfola that the moopek has done tamaya
4. defapalabitekanela letare bellella goree
5. People can open the door to a car that can be used like a karate lion going to the beach.
6"
15,17,7,ke bopaki o tlogele e ngo ele yapampireko kontlu gore e fakmel ke panepakajeko enan,"1. ke
2. bopaki o tlogele e ngo ele yapampireko kontlu gore e fakmel ke panepakajeko enan","1. i
2. Let the evidence be based on the fact that it is true"
16,1,30,ee kekgatiso ya motswedinyfem konka mo kamoso omikhronkee e se gorogile monageng ya rona a korefedintlha tsepeditse tharonyana ka omikhron regono go bona riisereletsakiango ya kopeletlheee emanmo bekin e hitilan ee lebondileped di dira galang tatatataka omukron re bonale gore dithetegontse diaako dimo  tatatatamo prowensin e ya gauken emme ga go lebelete,"1. ee kekgatiso ya motswedinyfem konka mo kamoso omikhronkee
2. e se gorogile monageng ya rona a korefedintlha tsepeditse tharonyana ka omikhron rego
3. no go bona riisereletsakiango
4. ya kopeletlheee emanmo bekin e hitilan ee lebondileped di dira galang tatatataka omukron re bonale gore
5. dithetegontse diaa
6. ko dimo  tatatatamo prowensin e ya gauken emme
7. ga go lebelete","1. Yes, the addition of motswedinyfem konka in the future omikhronkee
2. It has been downloaded from our computer and it has been stored in three microns
3. and to see riisereletsakiango
4. ya kopelelheee emanmo bekin e hitilan ee bonbidileped they are doing galang tatatataka omukron let's see that
5. I'm sorry
6. ko dimo tatatatamo province e ya gauken emme
7. there is no hope"
16,2,30,moo go ya mo mafelong a deken ahit ettilen e baitanape ba rona ba moafkabora ntse baberk ka thata a ka rinpi go rebakireile yona gore omrekhon e barendi ea omkhrane e himolope mne gape ya bontla gore bakirele ldipa titpedintha didinthanthantha dipile molaomolabone o hipilenkgore ga okanno  ga o ne o khetigileke kofid  eepele ga,"1. moo go ya mo mafelong a deken ahit ettilen e baitanape ba rona ba moafkabora ntse baberk ka thata
2. a ka rinpi go rebakireile yona gore omrekhon e barendi ea omkhrane e himolope mne gape
3. ya bontla gore bakirele ldipa titpedintha didinthanthantha dipile molaomolabone o hipilenkgore ga okanno
4. ga o ne o khetigileke
5. kofid  eepele ga","1. where to go to the place of the dean ahit ettilen our students are working hard
2. Can you repair it so that the omrekhon barendi of the omkhrane will release me again?
3. He showed that they had to follow the rules of the law.
4. You were not good
5. kofid eepele no"
16,3,30,barimpe erelemoyone ganaanongee o na le e koti ya gore o tshwategeke ka o mmetlhoni kgaraaro go phala motho oo eti atshatege gotlhelelego ra go reng emonagautlwadilotean mokgwa o lepahale le mokgwa o baitsana pa batlalosetsa gore go biragala bara gore o meklhoni e nna le bokgoniba gore e go thwa,"1. barimpe erelemoyone ganaanongee o na le e koti ya gore o tshwategeke
2. ka o mmetlhoni kgaraaro go phala motho oo eti atshatege gotlhelelego
3. ra go reng emonagautlwadilotean mokgwa o lepahale le mokgwa o baitsana pa batlalosetsa gore go biragala bara gore o me
4. klhoni e nna le bokgoniba gore e go thwa","1. barimpe erelemoyone ganaonongee you have a hole that you need
2. I am very sorry to see someone who is going to be completely happy
3. Let's say that there is a way of doing things and a way of calling each other.
4. A clown has the ability to be beaten"
16,4,30,ege egarraro phata go pita bitha le dalta barian gonne e kgona go bona gore mn ditwantita rona ka kowid  diberaka yang mommileng mme a ka re katlhaloganya kibatlo go potsa bareti hompielo gored diberakaka mokgwawa gore di thuta kapa di phetola gore di kgonobona gore di kgonophela le garena le mi ento ka,"1. ege egarraro phata go pita bitha le dalta barian gonne e kgona go bona gore mn ditwantita rona ka ko
2. wid  diberaka yang mommileng mme a ka re katlhaloganya kibatlo go potsa bareti hompielo gored dibe
3. rakaka mokgwawa gore di thuta kapa di phetola gore di kgonobona gore di kgonophela le garena le mi ento ka","1. ege egarraro phata ko pita bitha and dalta barian because it can see where we want to go
2. Wid diberaka who goes on the road and can tell us what to do to ask the fans who have committed the crime.
3. How can they learn or change so that they can understand that they can understand each other?"
16,5,30,rena le ditlhare dilote yalo gore di kgonophela mo mne lenyarona mme kgentle re bona dibariantite ditlha jaka re bona o mikhoni e ya na e fafana ti di diragefe ka delta bariant kapaka duta bariant kapaka yone alfa e ne lealklhantlha e rikri leg ba rent ya kowid  di  lebelela ebedi pota megare e dieputsa gore ka fe tola yang gore ga re pena mo mme leng yaba,"1. rena le ditlhare dilote yalo gore di kgonophela mo mne lenyarona mme kgentle re bona dibariantite ditlha jaka re bona
2. o mikhoni e ya na e fafana ti di diragefe ka delta bariant kapaka duta bariant kapaka yone
3. alfa
4. e ne lealklhantlha e rikri leg ba rent ya kowid  di  lebelela ebedi pota megare e dieputsa
5. gore ka fe tola yang gore ga re pena mo mme leng yaba","1. We and the trees are so much that they are unable to eat our food and we can see the different varieties of the trees as we see them.
2. Does the machine have a delta variant or a duta variant?
3. alpha
4. It used to be difficult when renters of Kowid looked around for a long time while paying for themselves.
5. How do we know that we are not in a relationship with each other?"
16,6,30,ba bare batlobathategambo ba sa bona gore ke rona mo gare wa kobed nated tempelek ke gore diketsa bogale mme batlhalosa gore  ka nako yana o me tlhaneya bontla gore  iketsa bogale go na ledilotse ditite e e bontsang gore ikarnaun  e isa kop ya go tshwatlega ka kobid  kodimo ka gararo  mme totatota mmo bat,"1. ba bare batlobathategambo ba sa bona gore ke rona mo gare wa kobed nated tempelek ke gore diketsa bogale mme batlhalosa gore
2. ka nako yana o me tlhaneya
3. bontla gore  iketsa bogale go na ledilotse ditite e e bontsang gore ikarnaun  e isa kop ya go tshwa
4. tlega ka kobid  kodimo ka gararo  mme totatota mmo bat","1. those who did not see that we are in the middle of the kobed nated temple, that is to say that they are angry and explain that
2. At this time you are mad at me
3. show that pretending to be angry has a verb that shows that the noun is a request to die
4. Come up with the kobid three times and totatotato mom bat"
16,7,30,mbane ba thaitegilepele ga go lebelepi bitha le delta wariant batlhalosa gapa gore e kopiya go tlhaetlega gapeka omikhon e e moo emoo kanakong e yana e bontlha gore e bontha totatota mo ba thombanye ba tshaitegile pele efeng motho otlhwatagang wa nkha go ra gore wena o nna o tlwategileke kofid  ee modi kwede,"1. mbane ba thaitegilepele ga go lebelepi bitha le delta wariant batlhalosa gapa gore e kopiya
2. go tlhae
3. tlega gapeka omikhon e e moo emoo kanakong e yana e bontlha gore e bontha totatota mo ba thombanye ba
4. tshaitegile pele efeng motho otlhwatagang wa nkha go ra gore wena o nna o tlwategileke
5. kofid  ee modi kwede","1. They are not careful with the delta wariant, they also explain that it is copying
2. to leave
3. Let the omikhon be where it is in the first place so that it shows the truth in the boys.
4. First of all, you have to be honest with someone who is worthy of you
5. kofid ee modi kwede"
16,8,30,ileng kapamongwageng o hhitileng ka luola boteti laboraro eekapalelankha kga o ka thatega gananong ke kobed nanpled o mo kotinya gothega gararo kotiia ga go ya go tlhatega gape e ko dimo garaaro thri tan khayar danyamot oo a ka phetegaganaanong a fene a a o fenke a  phetegake kohid  fetse botlhokwatse beitana,"1. ileng kapamongwageng o hhitileng ka luola boteti laboraro eekapalelankha kga o ka thatega gananong ke kobed nanple
2. d o mo kotinya gothega gararo kotiia ga go ya go tlhatega gape e ko dimo garaaro thri tan khaya
3. r danyamot oo a ka phetegaganaanong a fene a a o fenke a  phetegake
4. kohid  fetse botlhokwatse beitana","1. Last year, I went to the third party in Kapalanka so that you can get involved in the debate.
2. d o kontisha him gothega three times
3. r danyamot who is in peggetaganaong fene a o fenge a pgetegake
4. kohid is important to beitana"
16,9,30,battkhaloganyagore gore tsota batho basetse bataetsegile pele kganerefena moluon le larona labone ya ka lefaphala bitekanelwa ledile mo mafelonga beki gore t kananore ka bua gore remoolone luolabone gore ga nou thaetsegile pele go botlhopa gore uitlhokomela go mokoithata kanako ee go phalapelemne ga go lebellepe keitanatapa lebellepe jaakhaeya b,"1. battkhaloganyagore gore tsota batho basetse bataetsegile pele kganerefena moluon le larona labone ya ka lefaphala
2. bitekanelwa ledile mo mafelonga
3. beki gore t kananore ka bua gore remoolone luolabone gore ga nou thaetsegile pele go botlhopa gore ui
4. tlhokomela go mokoithata kanako ee go phalapelemne ga go lebellepe keitanatapa lebellepe jaakhae
5. ya
6. b","1. Let's start by saying that the people who have worked hard before the concert will be with us on Thursday.
2. Be careful waiting in places
3. Make sure that you don't know that I said that you are not interested before choosing that you
4. Be careful not to be too hard on yourself.
5. go
6. b"
16,10,30,bale te million ba ne ba ethepile phrodetid mo afrika bura mo ngwageng o petokala mo pekin e hipileng euk balebella gori  dipatlisise di reng ka ba thubao mo ba thumba te million bao go bontsitse gore relatie resk o nfetion ke gorkopi ya go tshwaetsega gape ka luola bopedi le la borarru ee kuti molla ka kgodia diphalane,"1. bale te million ba ne ba ethepile phrodetid mo afrika bura mo ngwageng o petokala mo pekin e hipileng euk
2. balebella gori  dipatlisise di reng ka ba thubao mo ba thumba te million bao go bontsitse gore relatie resk o
3. nfetion ke gorkopi ya go tshwaetsega gape ka luola bopedi le la borarru ee kuti molla ka kgodia diphalane","1. Millions of people were sexually abused in Africa in the past year in Pekin and the UK.
2. They expect that the investigations that say that they were robbed in the thimba te million have shown that the relationship is risky.
3. nfetion is a re-infectious disease that can be re-infected in two or three times."
16,11,30,elage khwediya ngwonatsele e repamoyone e fela ei lekoodimo nne ke ka lebaapalayone omikhron bariante e rebonae moto ne dithestetle te milion e di pirageteng moe re te million traete the tsa batu ba ma ne batswetagili ki kohid go fumololagelera borobo legolole li fumolola gwa  bontla gore batho ba ba na ba tatsegile mo kgwedinya diphalane le ngwanathele,"1. elage khwediya
2. ngwonatsele e repamoyone e fela ei lekoodimo nne ke ka lebaa
3. palayone omikhron bariante e rebonae moto ne dithestetle te milion e di pirageteng moe re te million tra
4. ete the tsa batu ba ma ne batswetagili ki kohid go fumololagelera borobo legolole
5. li fumolola gwa  bontla gore batho ba ba na ba tatsegile mo kgwedinya diphalane le ngwanathele","1. be a khwediya
2. My mother-in-law has just gone to the north
3. palayone omikhron variante e rebonae man ne dithestetle te milion e di pirageteng moe re te million tra
4. that the people of Ma were working hard to get the nine
5. It is clear that people have become addicted to drinking water and drinking water"
16,12,30,bonne banne balei mokweking e ya go tshwatsega athata gonne ne ba tshwategilepele ega golebeliwa e bato ba na ba tshwatsegile ka luola bobedi la boraro re tsalan emon setse botlhopwa k gore fela gore ka na ko eyana rekhakomela eeka na ko eyana teree repenimoyone e riditan fortwey kapaluolabone khatse bo tlokwako go rritlhokomele raiti khata dithapego dimo a,"1. bonne banne balei mokweking e ya go tshwatsega athata gonne ne ba tshwategilepele ega golebeliwa e bato
2. ba na ba tshwatsegile ka luola bobedi la boraro re tsalan emon setse botlhopwa k gore fela gore ka na ko eyana
3. rekhakomela eeka na ko eyana teree repenimoyone e riditan fortwey kapaluolabone khatse bo
4. tlokwako go rritlhokomele raiti khata dithapego dimo a","1. The four men who were on the way to the wedding were hard to come by because they were so lucky that many people were waiting for them.
2. Are they happy with Luola?
3. Rekakomela eeka na ko eyana teree repenimoyone e riditan fortwey kapaluolabone katse bo
4. It is important to take care of yourself during activities such as a"
16,13,30,kgauten mme ke bone lemabane mokekgang go bua gore e le kwasinnatal ehete e fene moluolabone ne ra bona gore dithetego di koketlega ga nakompetama thetego bonala gore le gore ditlhetego fa luole le konn di konnako di mothata thana letaluotedin ga go lebelya dithategota lepatilepati kanako e baitsanapeba rona ba pere keka phata go tlhaloganya barinpe,"1. kgauten mme ke bone lemabane moke
2. kgang go bua gore e le kwasinnatal ehete e fene moluolabone ne ra bona gore dithetego di koketlega ga nako
3. mpetama thetego bonala gore le gore ditlhetego fa luole le konn di konnako di mothata thana letaluotedin
4. ga go lebelya
5. dithategota lepatilepati kanako e baitsanapeba rona ba pere keka phata go tlhaloganya barinpe","1. kauten and I saw a lot of good
2. The issue of saying that it is quasi-natal is it true that it is true that we saw that the events are accumulated over time
3. If you look closely, you will see that the problems in the world are more difficult than in the past.
4. it is not guarded
5. dithatethogota lepatilepati sometimes our horsemen are not able to understand barinpe"
16,14,30,ntlha ee mme gapele go tlhaloganya luzolena le gore ke een se thepeletenpele mo luuuonle ke barente e ntlha e ya omiklon tapa ke barentetsagaleterdupi re tlautlwa peo gantse dipatlisithepednditwa mo garabe ke enna ke tonetakjike enan shoralebogatlhey tlatshwanako re tswalepelefela jyaloreitlhwakomeletlhe re rwale dimaaske tsa rona re sana thaese re tswallepeleka yona ganye resereitsi retlwaetse gore re gona go ithiratsa khatlan,"1. ntlha ee mme gapele go tlhaloganya luzolena le gore ke een se thepeletenpele mo luuuonle
2. ke barente e ntlha e ya omiklon tapa ke barentetsagaleterdupi re tlautlwa peo gantse dipatlisithepe
3. dnditwa mo garabe ke enna ke tonetakjike
4. enan shoralebogatlhey tlatshwanako re tswalepelefela jya
5. loreitlhwakomeletlhe re rwale dimaaske
6. tsa rona re sana thaese re tswallepeleka yona ganye resereitsi retlwaetse gore re gona go ithiratsa khatlan","1. This point is important to understand luzolena and that it is the most important thing in luuuonle
2. I am the first renter of omiklon tapa, I am the renter of Galeterdupi, and we are getting the seeds for the research.
3. I am the one who is called in the garden
4. enan shoralebogaglhey tlaswanakan we zwalepelefela jya
5. Let's all wear masks
6. We don't play dice, we are always looking for it."
16,15,10.52,olela boone laa omekronrale bogatharetlauisalana gape kamosomomoson geleboganna emon mohela lemakobedi le barepkogae arkhalntek releboge ga leleoya,"1. olela boone laa
2. omekronrale bogatharetlauisalana gape kamosomomoson geleboganna emon mohela lemakobedi le barepkogae
3. arkhalntek releboge ga leleoya","1. tell the truth
2. omekronrale bogatharte get together again in the future
3. arkhalntek releboge ga leeoya"
17,1,30,e ketshedimosetso ya kowid naoitlisediwake motswedinya femo ko nkabokamoososoei kowid sarojer satlhogo ngwanarun reme kaeomotumuzwetyika kokola go kutla kookotla hinyana o sokila go nkutlwakakutlayannoile ko tla hinyana ke tsahutla ga sor khorone ganaribuaakayone bathonee yab yano gumpiono gaa,"1. e
2. ketshedimosetso ya kowid naoitlisediwake
3. motswedinya femo ko nkabokamoososoei kowid sarojer satlhogo ngwanarun reme kaeomotumuzwetyika
4. kokola go kutla kookotla hinyana o sokila go nkutlwakakutlaya
5. nnoile ko tla hinyana ke tsahutla ga sor khorone ganaribua
6. akayone bathonee yab yano gumpiono gaa","1. Yes
2. the development of kowid naoitlisediwake
3. motswedinya femo ko nkabokamososoei kowid sarojer satlhogo ngwanarun reme kaeomotumuzwetyika
4. listen to listen listen to listen to listen to me
5. I was drunk to come back to the crown
6. akayone batonee yab yano gumpiono gaa"
17,2,30,onarepotaakae ekgangya leroborobe lerikitlanentserelemogolwanele pungumtlenorubuaaka e e e ka fehimanridtan lon kobed rubuaaka dita morago ta go tshwatshagati kohid ke e ngmalwet a ka falalle wena momme le ngwagago e morago ga tshathego ya kohid eenne katatataaka bokhutsanyana rekeditayone lon khosed jaaka e bitua ke baipanapekhard kaethalotha ka bokhutsanyana lon khosetka,"1. onarepotaakae
2. ekgangya
3. leroborobe lerikitlanentserelemogolwanele
4. pungumtlenorubuaaka e e e ka fehimanridtan lon kobed rubuaaka dita morago ta go tshwatsha
5. gati kohid ke e ngmalwet a ka falalle wena momme
6. le ngwagago
7. e morago ga tshathego ya kohid eenne katatataaka bokhutsanyana rekeditayone lon khosed jaaka e bitua ke
8. baipanapekhard kaethalotha ka bokhutsanyana lon khosetka","1. onarepotaakae
2. ekangya
3. lerobor lerikitlanentserelemokolwanele
4. pungumtlenorubuaaka e e e ke fehimanridtan lon kobed rubuaaka dita after tawa
5. gati kohid ke e ngmalwet he can leave you mother
6. and the year
7. It is after the registration of the kohid that he is the father of the child.
8. baipanapekhard kaethalotha in short lon khosetka"
17,3,30,apadikamorago tla mtshathigo ya kohid ke ge o bona ditshupo tsa kohid  di nna mo mmelengwagago febaaka lege o fetse o tsina mogare o mo mmeleng wa gago raiti baitana kefatsa babone gore mogare o wa kohid  o ka asenya mafatlha pilu e eboko le dilopedinkgapomommelenggo mme ebe go nna le gore o mne li ther didikamdl,"1. apadikamorago tla mtshathigo
2. ya kohid ke ge o bona ditshupo tsa kohid  di nna mo mmelengwagago
3. febaaka lege o fetse o tsina mogare o mo mmeleng wa gago raiti baitana kefatsa babone gore mogare o wa kohid
4. o ka asenya mafatlha pilu e eboko le dilopedinkgapomomme
5. lenggo
6. mme ebe go nna le gore o mne li ther didikamdl","1. The next step will be to start
2. of kohid is when you see signs of kohid in the body
3. When you have finished having sex with the internal organs in your body, let the children see that the internal organs have been removed.
4. You can sprinkle the powder on the wax and the drops
5. the word
6. and then it happens that he is mne li ther didikamdl"
17,4,30,long tam hauth problem tsetsek gore ke malies a tatlam le ge e le dibweketse fitilenkhata no hetlwe o no tshwaetsegile ka kohid  mme batho ba band le go na le batho ba ba bonang gore ba nna le ditshupotse le ge setse ba pobile e mme babitwa bona batho ba ba therenki lyon kosid kapa po koid  kundrongarid buat a bopelle emme ka bukhutsany,"1. long tam hauth problem tsetsek gore ke malies a tatlam le ge e le dibweketse fitilenkhata
2. no hetlwe o no tshwaetsegile ka kohid  mme batho ba band le go na le batho ba ba bonang gore ba nna le ditshupotse le
3. ge setse ba pobile e mme babitwa bona batho ba ba therenki lyon kosid kapa po koid  kund
4. rongarid buat a bopelle emme
5. ka bukhutsany","1. long tam hauth problem tsetsek that it's malies a tatlam even if you bought the fitilenkhata
2. It is possible that you are infected with kohid, but there are people who see them as having symptoms.
3. If they are already born and they are called the people are called lyon kosid or po koid kund
4. rongarid buat a bopelle emme
5. in brief"
